advertiser_id,campaign_id,adgroup_id,ad_id,stat_time_day,stat_time_hour,gender,age,country_code,province_id,dma_id,ac,language,platform,interest_category,interest_category_tier2,interest_category_tier3,interest_category_tier4,behavior_id,placement,device_brand_id,campaign_name,adgroup_name,ad_name,ad_text,tt_app_id,tt_app_name,mobile_app_id,device_brand_name,behavior_name,action_category,action_scene,user_action,action_period,promotion_type,dpa_target_audience_type,spend,cpc,cpm,impressions,clicks,ctr,conversion,cost_per_conversion,conversion_rate,real_time_conversion,real_time_cost_per_conversion,real_time_conversion_rate,result,cost_per_result,result_rate,real_time_result,real_time_cost_per_result,real_time_result_rate
,1710135894381586,,,2021-09-24 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-04 00:00:00,,MALE,AGE_45_54,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.3,0.1,1.8,167,3,1.8,0,0,0,0,0,0,3,0.1,1.8,3,0.1,1.8
,1712292991426561,,,2021-10-03 00:00:00,,MALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.86,0.11,3.86,223,8,3.59,0,0,0,0,0,0,8,0.1075,3.59,8,0.1075,3.59
,1712292991426561,,,2021-10-01 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-19 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.16,0,3.27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-18 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.4,0,5.97,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-14 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,2.19,0,10.05,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-04 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-15 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.98,0,10.32,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-15 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,1.05,0,8.68,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-20 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.05,0,2.94,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-09-30 00:00:00,,MALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,1.1,0.14,1.7,648,8,1.23,0,0,0,0,0,0,8,0.1375,1.23,8,0.1375,1.23
,1710135894381586,,,2021-09-20 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.1,0,1.96,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-14 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.13,0,9.29,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-18 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.01,0,3.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-04 00:00:00,,MALE,AGE_25_34,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.36,0.09,2.38,151,4,2.65,0,0,0,0,0,0,4,0.09,2.65,4,0.09,2.65
,1712292991426561,,,2021-10-02 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.55,0.14,1.58,348,4,1.15,1,0.55,25,1,0.55,25,4,0.1375,1.15,4,0.1375,1.15
,1710135894381586,,,2021-09-25 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-21 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.02,0,6.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,6.68,0.12,1.3,5137,56,1.09,1,6.68,1.79,1,6.68,1.79,56,0.1193,1.09,56,0.1193,1.09
,1710135894381586,,,2021-09-20 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.2,0,3.03,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-02 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.12,0.12,1.12,107,1,0.93,0,0,0,0,0,0,1,0.12,0.93,1,0.12,0.93
,1710135894381586,,,2021-09-19 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.01,0,2.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-03 00:00:00,,MALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,1.34,0.11,1.32,1012,12,1.19,1,1.34,8.33,1,1.34,8.33,12,0.1117,1.19,12,0.1117,1.19
,1710135894381586,,,2021-09-18 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.12,0,5.71,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-18 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.03,0,3.33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-14 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.3,0,7.5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-17 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.01,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-01 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.19,0.19,9.05,21,1,4.76,0,0,0,0,0,0,1,0.19,4.76,1,0.19,4.76
,1710135894381586,,,2021-09-20 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.02,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710137408454705,,,2021-09-14 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese 2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710137408454705,,,2021-09-15 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese 2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-01 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,8.06,0.14,2.3,3497,58,1.66,6,1.34,10.34,5,1.61,8.62,58,0.139,1.66,58,0.139,1.66
,1710135894381586,,,2021-09-19 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.14,0,5.38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-09-30 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,7.42,0.16,1.66,4477,47,1.05,1,7.42,2.13,1,7.42,2.13,47,0.1579,1.05,47,0.1579,1.05
,1712292991426561,,,2021-09-30 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.48,0.16,5,96,3,3.13,0,0,0,0,0,0,3,0.16,3.13,3,0.16,3.13
,1712292991426561,,,2021-10-01 00:00:00,,MALE,AGE_25_34,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-15 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.47,0,8.87,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-21 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.11,0,2.34,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-21 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.11,0,4.78,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.1,0.1,0.87,115,1,0.87,0,0,0,0,0,0,1,0.1,0.87,1,0.1,0.87
,1710135894381586,,,2021-09-24 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-02 00:00:00,,MALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,1.24,0.18,1.33,931,7,0.75,0,0,0,0,0,0,7,0.1771,0.75,7,0.1771,0.75
,1712292991426561,,,2021-09-30 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-09-30 00:00:00,,NONE,NONE,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,1,0,0,20,0,0,20,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-16 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.57,0,6.26,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-02 00:00:00,,MALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.41,0.1,1.56,262,4,1.53,0,0,0,0,0,0,4,0.1025,1.53,4,0.1025,1.53
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-09-30 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.46,0.15,1.25,367,3,0.82,0,0,0,0,0,0,3,0.1533,0.82,3,0.1533,0.82
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.34,0.11,4.05,84,3,3.57,0,0,0,0,0,0,3,0.1133,3.57,3,0.1133,3.57
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-01 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.19,0.19,1.26,151,1,0.66,0,0,0,0,0,0,1,0.19,0.66,1,0.19,0.66
,1710135894381586,,,2021-09-15 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.13,0,7.65,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-09-30 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.16,0.16,2.32,69,1,1.45,0,0,0,0,0,0,1,0.16,1.45,1,0.16,1.45
,1712292991426561,,,2021-10-01 00:00:00,,MALE,AGE_13_17,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,10.05,0.13,2.27,4437,80,1.8,1,10.05,1.25,1,10.05,1.25,80,0.1256,1.8,80,0.1256,1.8
,1710137408454705,,,2021-09-14 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Florese 2,,,,,,,,,,,,,,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-18 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.22,0,4.31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-01 00:00:00,,MALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-14 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,1.01,0,8.94,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-21 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.49,0,5.21,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-25 00:00:00,,FEMALE,AGE_55_100,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-15 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,2.2,0,9.73,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-17 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.6,0,4.23,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-19 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.44,0,5.71,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-04 00:00:00,,MALE,AGE_55_100,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.38,0.1,1.94,196,4,2.04,0,0,0,0,0,0,4,0.095,2.04,4,0.095,2.04
,1712292991426561,,,2021-10-03 00:00:00,,FEMALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0.19,0.1,0.65,293,2,0.68,0,0,0,0,0,0,2,0.095,0.68,2,0.095,0.68
,1710135894381586,,,2021-09-19 00:00:00,,FEMALE,AGE_45_54,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.03,0,7.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-24 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-02 00:00:00,,FEMALE,AGE_13_17,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,7.92,0.13,1.68,4716,60,1.27,0,0,0,1,7.92,1.67,60,0.132,1.27,60,0.132,1.27
,1712292991426561,,,2021-10-02 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710135894381586,,,2021-09-23 00:00:00,,FEMALE,AGE_25_34,,,,,,,,,,,,,,Florese Test 1,,,,,,,,,,,,,,,0.17,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1710137408454705,,,2021-09-14 00:00:00,,FEMALE,AGE_35_44,,,,,,,,,,,,,,Florese 2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1712292991426561,,,2021-10-04 00:00:00,,MALE,AGE_18_24,,,,,,,,,,,,,,Traffic20210930123839,,,,,,,,,,,,,,,1.59,0.13,1.24,1283,12,0.94,2,0.8,16.67,2,0.8,16.67,12,0.1325,0.94,12,0.1325,0.94
